24,24,24,24,24,24,24,24,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,22,10,10,10,10,10,10,10,10,19,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,31,31,10,10,10,10,10,10,19,19,24,24,24,24,24,24,24,24,39,24,24,24,39,24,24,39,24,24,39,24,24,24,24,24,24,24,24,24,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,1,48,1,24,1,48,1,1,48,24,1,48,1,1,24,24,24,24,24,24,24,24,19,19,10,10,10,19,19,19,19,19,19,19,19,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,31,31,31,31,31,31,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,31,31,31,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,1,24,1,1,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,39,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,37,24,24,24,24,24,24,24,24,42,24,24,24,24,24,24,24,24,24,1,24,39,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,1,1,39,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,48,24,24,24,1,39,24,24,24,24,24,24,24,24,39,24,24,24,24,39,42,24,24,36,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
1,1,1,1,46,1,1,1,1,42,42,1,1,51,1,1,24,24,24,1,24,24,24,24,24,48,24,24,1,1,24,42,42,42,42,24,42,42,42,42,24,24,24,24,48,1,6,7,8,1,1,6,7,8,1,24,24,1,24,24,24,24,24,24,24,48,1,1,24,1,1,42,42,1,48,24,24,1,1,48,51,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,10,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,51,51,51,51,24,51,51,51,51,24,24,24,24,24,24,15,16,17,10,10,15,16,17,24,24,24,24,24,24,24,24,24,24,24,10,10,10,24,10,10,51,51,10,10,24,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
